"Song Title","Artist","Genre","Profanity Lines","Sentiment Annotation"
"likethat","future","hiphop","all these pointers on me baby you know its game time 
bring a friend BITCH we FUCKED em at the same time 
im a different nigga no we not the same kind ",""
"likethat","future","hiphop","bring a friend bitch we fucked em at the same time 
im a different NIGGA no we not the same kind 
you can have that littleâif she aint mine yeah ",""
"likethat","future","hiphop","kickin doors kickin in doors is you like that yeah 
young throwed NIGGA sellin loads is you like that yeah 
all 24 you on go is you like that if you like that ",""
"likethat","future","hiphop","all 24 you on go is you like that if you like that 
NIGGAS from the bottom really like that if you like that 
steppin in balencis if you like that if you like that ",""
"likethat","future","hiphop","he was once a thug from around the way 
these NIGGAS talkin out of their necks 
dont pull no coffin out of your mouth im way too paranoid for a threat ",""
"likethat","future","hiphop","okay lets get it up its time for him to prove that hes a problem 
NIGGAS clickin up but cannot be legit no 40 water tell em 
ah yeah huh yeah get up with me ",""
"likethat","future","hiphop","ah yeah huh yeah get up with me 
FUCK sneak dissin firstperson shooter i hope they came with three switches 
i crash out like fuck rap diss melle mel if i had to ",""
"likethat","future","hiphop","fuck sneak dissin firstperson shooter i hope they came with three switches 
i crash out like FUCK rap diss melle mel if i had to 
got 2teez with me im snatchin chains and burnin tattoos its up ",""
"likethat","future","hiphop","think i wont drop the location i still got ptsd 
MOTHERFUCK the big three NIGGA its just big me 
nigga bum ",""
"likethat","future","hiphop","think i wont drop the location i still got ptsd 
MOTHERFUCK the big three NIGGA its just big me 
nigga bum ",""
"likethat","future","hiphop","motherfuck the big three nigga its just big me 
NIGGA BUM 
what im really like that ",""
"likethat","future","hiphop","motherfuck the big three nigga its just big me 
NIGGA BUM 
what im really like that ",""
"likethat","future","hiphop","and your best work is a light pack 
NIGGA prince outlived mike jack 
nigga bum ",""
"likethat","future","hiphop","nigga prince outlived mike jack 
NIGGA BUM 
fore all your dogs gettin buried ",""
"likethat","future","hiphop","nigga prince outlived mike jack 
NIGGA BUM 
fore all your dogs gettin buried ",""
"likethat","future","hiphop","thats a k with all these nines he gon see pet sematary yeah 
NIGGA BUM 
young dope dealer sellin dope is you like that if you like that yeah yeah ",""
"likethat","future","hiphop","thats a k with all these nines he gon see pet sematary yeah 
NIGGA BUM 
young dope dealer sellin dope is you like that if you like that yeah yeah ",""
"likethat","future","hiphop","kickin doors kickin in doors is you like that how yeah 
young throwed NIGGA sellin loads is you like that holy water holy water yeah 
all 24 you on go is you like that if you like that ",""
"likethat","future","hiphop","all 24 you on go is you like that if you like that 
NIGGAS from the bottom really like that if you like that 
steppin in balencis if you like that if you like that ",""
"likethat","future","hiphop","kickin doors kickin in doors is you like that 
young throwed NIGGA sellin loads is you like that 
all 24 you on go is you like that if you like that ",""
"likethat","future","hiphop","all 24 you on go is you like that if you like that 
NIGGAS from the bottom really like that if you like that 
steppin in balencis if you like that if you like that ",""
"likethat","future","hiphop","he was once a thug he was he 
came in banging dope NIGGAS was young slangin powder 
walk in the strip club make it rain for three hours ",""
"likethat","future","hiphop","hundred thousands i just cashed out on designer 
gotta devour NIGGA i learned that in the jungle 
once i sell this load thats a million in a week",""
"rightround","florida","hiphop","popping these bottles touching these models 
watching they ASSES go 
down down down ",""
"whistle","florida","hiphop","thats just how we live in my genre genre 
who in the HELL done paved the road wider 
theres only one flo and one rida ",""
"whistle","florida","hiphop","theres only one flo and one rida 
im a DAMN shame order more champagne 
pulling them hamstrings tryna put it on ya ",""
"yeah","usher","hiphop","she asks for one more dance and im like yeah 
how the HELL am i supposed to leave 
lets go bring the beat back and i say ",""
"players","coileray","hiphop","cause girls is players too 
BITCHES gettin money all around the world cause girls is players too 
what you know about livin on the top ",""
"players","coileray","hiphop","time is money so i spent it on a watch 
hold on lil TITTIES showin through the white tee 
you can see the thong bustin out my tight jeans okay ",""
"players","coileray","hiphop","you can see the thong bustin out my tight jeans okay 
rocks on my fingers like a NIGGA wifed me 
got another shorty she aint nothin like me ",""
"players","coileray","hiphop","cause girls is players too 
BITCHES gettin money all around the world cause girls is players too 
i go on and on and on again ",""
"players","coileray","hiphop","uh came a long way from rag to riches 
fivestar BITCH yeah i taste so delicious 
let him lick the plate yeah i make him do the dishes ",""
"players","coileray","hiphop","let him lick the plate yeah i make him do the dishes 
now he on news 12 cause a BITCH went missin sheesh 
yeah bout to catch another flight ",""
"players","coileray","hiphop","cause girls is players too 
BITCHES gettin money all around the world cause girls is players too
",""
"jumparound","houseofpain","hiphop","jump  18x 
ill serve your ASS like john mcenroe 
if your girl steps up im smacking the ho ",""
"jumparound","houseofpain","hiphop","trying to play me out like as if my name was sega 
but i aint going out like no punk BITCH 
get used to one style and yo and i might switch ",""
"iknow","travisscott","hiphop","its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",""
"iknow","travisscott","hiphop","its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",""
"iknow","travisscott","hiphop","baby i dont wanna sound righteous yeah 
i got twenty BITCHES suckin like bisons 
i just eeny meeny miney roll the dices i pick her pop it pop it ",""
"iknow","travisscott","hiphop","its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",""
"iknow","travisscott","hiphop","its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",""
"iknow","travisscott","hiphop","you said its just the drugs and i know 
i know i know i know i know i know i know ooh its the kid know it DAMN it 
i lied too way before before how they feelin how they feelin right here ooh ",""
"iknow","travisscott","hiphop","i turned my whole spot to crucial its crucial the way i left its lit 
upstairs is like a low my new BITCHES be the best lets go 
im lookin at her when her startin to turn into you her ",""
"iknow","travisscott","hiphop","im lookin at her when her startin to turn into you her 
now you startin to FUCK up my mind is it you is it her 
we brought booby trap to the burbs ",""
"iknow","travisscott","hiphop","i dont make it squeak make it squirt 
i make this SHIT beat bon appãtit when i feast 
slippin and slide through the streets ",""
"iknow","travisscott","hiphop","its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",""
"iknow","travisscott","hiphop","its 5 am and im drunk right now 
tell me can we still FUCK FUCK that SHIT 
one of one im in the zone right now ",""
"indaclub","50cent","hiphop","and we gon sip bacardi like its your birthday 
and you know we dont give a FUCK its not your birthday 
you can find me in the club bottle full of bub ",""
"indaclub","50cent","hiphop","look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed ",""
"indaclub","50cent","hiphop","look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed ",""
"indaclub","50cent","hiphop","when i roll twenty deep its twenty knives in the club yeah 
NIGGAS heard i FUCK with dre now they wanna show me love 
when you sell like eminem and the hoes they wanna fuck woo ",""
"indaclub","50cent","hiphop","when i roll twenty deep its twenty knives in the club yeah 
NIGGAS heard i FUCK with dre now they wanna show me love 
when you sell like eminem and the hoes they wanna fuck woo ",""
"indaclub","50cent","hiphop","niggas heard i fuck with dre now they wanna show me love 
when you sell like eminem and the hoes they wanna FUCK woo 
look homie aint nothin changed hoes down gs up ",""
"indaclub","50cent","hiphop","look homie aint nothin changed hoes down gs up 
i see xzibit in the cut hey NIGGA roll that weed up roll it 
if you watch how i move youll mistake me for a player or pimp ",""
"indaclub","50cent","hiphop","look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed ",""
"indaclub","50cent","hiphop","look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed rubbed ",""
"indaclub","50cent","hiphop","my crib my cars my clothes my jewels 
look NIGGA i done came up and i aint changed what what yeah 
and you should love it way more than you hate it ",""
"indaclub","50cent","hiphop","and you should love it way more than you hate it 
NIGGA you mad i thought that youd be happy i made it woo 
im that cat by the bar toastin to the good life ",""
"indaclub","50cent","hiphop","im that cat by the bar toastin to the good life 
you that faggotass NIGGA tryin to pull me back right 
when my joint get to pumpin in the club its on ",""
"indaclub","50cent","hiphop","when my joint get to pumpin in the club its on 
i wink my eye at yo BITCH if she smiles she gone 
if the roof on fire let the motherfucker burn ",""
"indaclub","50cent","hiphop","i wink my eye at yo bitch if she smiles she gone 
if the roof on fire let the MOTHERFUCKER burn 
if you talkin about money homie i aint concerned ",""
"indaclub","50cent","hiphop","cuz go head switch the style up 
if NIGGAS hate then let them hate and watch the money pile up 
or we can go upside your head with a bottle of bub ",""
"indaclub","50cent","hiphop","or we can go upside your head with a bottle of bub 
they know where we FUCKIN be 
you can find me in the club bottle full of bub ",""
"indaclub","50cent","hiphop","look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed ",""
"indaclub","50cent","hiphop","look mami i got the x if youre into takin drugs 
im into havin SEX i aint into makin love 
so come give me a hug if youre into gettin rubbed hahahaha ",""
"indaclub","50cent","hiphop","so come give me a hug if youre into gettin rubbed hahahaha 
dont try to act like you dont know where we be neither NIGGA 
we in the club all the time nigga so pop pop off nigga ",""
"indaclub","50cent","hiphop","dont try to act like you dont know where we be neither nigga 
we in the club all the time NIGGA so pop pop off NIGGA 
gunit",""
"redrum","21savage","hiphop","want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",""
"redrum","21savage","hiphop","want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",""
"redrum","21savage","hiphop","bitch what i thought a nigga said sum 
thought a NIGGA said sum 
g block all we know is redrum ",""
"redrum","21savage","hiphop","redrum redrum redrum redrum 
NIGGA all we know isâ redrum 
ridin in the back its a may its a may ",""
"redrum","21savage","hiphop","hypnotize they do what i say what i say 
21 NIGGAS dont play dont play 
my glock gen5 said hey said hey ",""
"redrum","21savage","hiphop","take my chopper everywhere thats bae thats bae 
get yo ASS out the car you givin trade giving trade 
we been spinnin through they hood all day all day ",""
"redrum","21savage","hiphop","we been spinnin through they hood all day all day 
NIGGAS say they outside okay okay 
i cant let a bitch play me no way no way ",""
"redrum","21savage","hiphop","niggas say they outside okay okay 
i cant let a BITCH play me no way no way 
you a duck if you believe what ho say what ho say ",""
"redrum","21savage","hiphop","my lil brother beat his body oj oj 
NIGGAS talkin bout they lit im la flame PUSSY 
that lil boy a mascot he aint gang pussy ",""
"redrum","21savage","hiphop","my lil brother beat his body oj oj 
NIGGAS talkin bout they lit im la flame PUSSY 
that lil boy a mascot he aint gang pussy ",""
"redrum","21savage","hiphop","niggas talkin bout they lit im la flame pussy 
that lil boy a mascot he aint gang PUSSY 
watch a half a million dollars and its plain pussy ",""
"redrum","21savage","hiphop","that lil boy a mascot he aint gang pussy 
watch a half a million dollars and its plain PUSSY 
i dont go through tsa to get on planes pussy ",""
"redrum","21savage","hiphop","watch a half a million dollars and its plain pussy 
i dont go through tsa to get on planes PUSSY 
you get pussy without head then you lame pussy ",""
"redrum","21savage","hiphop","i dont go through tsa to get on planes pussy 
you get PUSSY without head then you lame PUSSY 
she knew i was leavin fore i even came pussy ",""
"redrum","21savage","hiphop","you get pussy without head then you lame pussy 
she knew i was leavin fore i even came PUSSY 
two revolvers on my waist john wayne pussy ",""
"redrum","21savage","hiphop","she knew i was leavin fore i even came pussy 
two revolvers on my waist john wayne PUSSY 
smack niggas then i get on live and sing yeah ",""
"redrum","21savage","hiphop","two revolvers on my waist john wayne pussy 
smack NIGGAS then i get on live and sing yeah 
want it all i wont leave a breadcrumb ",""
"redrum","21savage","hiphop","want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",""
"redrum","21savage","hiphop","want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",""
"redrum","21savage","hiphop","bitch what i thought a nigga said sum 
thought a NIGGA said sum 
g block all we know is redrum ",""
"redrum","21savage","hiphop","redrum redrum redrum redrum 
NIGGA all we know isâ redrum 
how many niggas got the belt a lot ",""
"redrum","21savage","hiphop","nigga all we know isâ redrum 
how many NIGGAS got the belt a lot 
catch em at the light he get nailed bow ",""
"redrum","21savage","hiphop","911 somebody help 
subtweeting bad for your health PUSSY 
im a gangster i aint takin shit back pussy ",""
"redrum","21savage","hiphop","subtweeting bad for your health pussy 
im a gangster i aint takin SHIT back PUSSY 
ill never do no song with no rat pussy ",""
"redrum","21savage","hiphop","subtweeting bad for your health pussy 
im a gangster i aint takin SHIT back PUSSY 
ill never do no song with no rat pussy ",""
"redrum","21savage","hiphop","im a gangster i aint takin shit back pussy 
ill never do no song with no rat PUSSY 
put a lego in a stick it ratatat pussy ",""
"redrum","21savage","hiphop","ill never do no song with no rat pussy 
put a lego in a stick it ratatat PUSSY 
i dont wanna talk go and catch a hat pussy ",""
"redrum","21savage","hiphop","put a lego in a stick it ratatat pussy 
i dont wanna talk go and catch a hat PUSSY 
big draco come up out that scat pussy ",""
"redrum","21savage","hiphop","i dont wanna talk go and catch a hat pussy 
big draco come up out that scat PUSSY 
he stood on business now he layin on his back pussy ",""
"redrum","21savage","hiphop","big draco come up out that scat pussy 
he stood on business now he layin on his back PUSSY 
ask around i be rappin nothin but facts pussy ",""
"redrum","21savage","hiphop","he stood on business now he layin on his back pussy 
ask around i be rappin nothin but facts PUSSY 
we the reason all these niggas runnin track pussy on god ",""
"redrum","21savage","hiphop","ask around i be rappin nothin but facts pussy 
we the reason all these NIGGAS runnin track PUSSY on god 
you aint never stepped you cant tell me a thing 21 ",""
"redrum","21savage","hiphop","ask around i be rappin nothin but facts pussy 
we the reason all these NIGGAS runnin track PUSSY on god 
you aint never stepped you cant tell me a thing 21 ",""
"redrum","21savage","hiphop","i aint let it slide i was sharpenin aim 
smokin on my brothers got his ASS left slain 
you know its smoke cause they aint even take off his chain ",""
"redrum","21savage","hiphop","you know its smoke cause they aint even take off his chain 
say its up with me your ASS must do cocaine 21 21 
want it all i wont leave a breadcrumb ",""
"redrum","21savage","hiphop","want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",""
"redrum","21savage","hiphop","want it all i wont leave a breadcrumb 
BITCH what i thought a NIGGA said sum 
thought a nigga said sum ",""
"redrum","21savage","hiphop","bitch what i thought a nigga said sum 
thought a NIGGA said sum 
g block all we know is redrum ",""
"redrum","21savage","hiphop","redrum redrum redrum redrum 
NIGGA all we know isâ redrum 
little pigs ",""
"readyornot","fugees","hiphop","i can do what you do easy believe me 
frontin NIGGAS give me heebeegeebees 
so while youre imitating al capone ",""
"lovethewayyoulie","eminem","hiphop","and right before im about to drown she resuscitates me 
she FUCKING hates me and i love it 
wait where you going ",""
"lovethewayyoulie","eminem","hiphop","yeah them chills used to get em 
now youre getting FUCKING sick of looking at em 
you swore youd never hit em never do nothing to hurt em ",""
"lovethewayyoulie","eminem","hiphop","look me in the eyeball 
next time im PISSED ill aim my fist at the drywall 
next time there wont be no next time ",""
"lovethewayyoulie","eminem","hiphop","i know im a liar 
if she ever tries to FUCKING leave again 
imma tie her to the bed and set this house on fire ",""
"illbemissingyou","puffdaddy","hiphop","every day i wake up i hope im dreamin 
i cant believe this SHIT 
cant believe you aint here ",""
"illbemissingyou","puffdaddy","hiphop","cant believe you aint here 
sometimes its just hard for a NIGGA to wake up 
its hard to just keep goin ",""
"illbemissingyou","puffdaddy","hiphop","i would do anything man to bring you back 
id give all this SHIT SHIT the whole lot 
i saw your son today he look just like you ",""
"pumpit","blackeyedpeas","hiphop"," william 
NIGGAS wanna hate on us who 
niggas be envious who ",""
"pumpit","blackeyedpeas","hiphop","niggas wanna hate on us who 
NIGGAS be envious who 
i know why they hate on us why ",""
"pumpit","blackeyedpeas","hiphop","monkey business outrageous 
just confess it your girl admits that we the SHIT 
fresh we fresh ",""
"pumpit","blackeyedpeas","hiphop","then the a to the s 
when we play you shake your ASS 
shake it shake it ",""
"pumpit","blackeyedpeas","hiphop"," william fergie 
DAMN DAMN 
damn damn ",""
"pumpit","blackeyedpeas","hiphop","damn damn 
DAMN DAMN 
damn damn ",""
"pumpit","blackeyedpeas","hiphop","damn damn 
DAMN DAMN 
damn damn ",""
"pumpit","blackeyedpeas","hiphop","damn damn 
DAMN DAMN 
damn damn ",""
"pumpit","blackeyedpeas","hiphop","damn damn 
DAMN DAMN 
 apldeap ",""
"fightforyourright","beastieboys","hiphop","man living at home is such a drag 
now your mom threw away your best PORNO mag 
busted ",""
"allmylife","lildurk","hiphop","
durkio told me he been on some positive SHIT yeah yeah 
lately i just wanna show up and body some shit yeah yeah ",""
"allmylife","lildurk","hiphop","durkio told me he been on some positive shit yeah yeah 
lately i just wanna show up and body some SHIT yeah yeah 
always been a little mathematician ",""
"allmylife","lildurk","hiphop","remember when cops harassed 
talkin out my ASS 
boy you aint shit but a bitch with a badge ",""
"allmylife","lildurk","hiphop","talkin out my ass 
boy you aint SHIT but a BITCH with a badge 
all my life ",""
"allmylife","lildurk","hiphop","talkin out my ass 
boy you aint SHIT but a BITCH with a badge 
all my life ",""
"allmylife","lildurk","hiphop","went to jail they was chaining me up 
and you know that im famous as FUCK 
see how you gon joke about stimulus ",""
"allmylife","lildurk","hiphop","they been tryna keep me down 
firstgeneration ghetto NIGGA 
cole world hello niggas ",""
"allmylife","lildurk","hiphop","firstgeneration ghetto nigga 
cole world hello NIGGAS 
made it out the city with my head on straight ",""
"allmylife","lildurk","hiphop","made it out the city with my head on straight 
NIGGAS keep shooting up the lead out 
young jordan peele gotta get out ",""
"allmylife","lildurk","hiphop","young jordan peele gotta get out 
and the SHIT that i spit out 
is a cheat code like im facin a rico ",""
"allmylife","lildurk","hiphop","is a cheat code like im facin a rico 
and how a NIGGA put a hit out 
and another one and and another one ",""
"allmylife","lildurk","hiphop","i got like a hundred of em 
bout to lap NIGGAS so they think theyre ahead of me but im really in front of them 
now some of them fumbling their bags ",""
"allmylife","lildurk","hiphop","now some of them fumbling their bags 
FUCKIN up the little crumbs that they had 
a reminder to humble yourself this shit could be gone in an instant ",""
"allmylife","lildurk","hiphop","fuckin up the little crumbs that they had 
a reminder to humble yourself this SHIT could be gone in an instant 
me im running long distance ",""
"allmylife","lildurk","hiphop","got to playing his tunes all day in my room 
thinking DAMN 
this shit wicked to get their names buzzin ",""
"allmylife","lildurk","hiphop","thinking damn 
this SHIT wicked to get their names buzzin 
some niggas just gotta go lay in a tomb ",""
"allmylife","lildurk","hiphop","this shit wicked to get their names buzzin 
some NIGGAS just gotta go lay in a tomb 
and media thirsty for clicks ",""
"allmylife","lildurk","hiphop","most days 
FUCK em all like im going through a ho phase 
young nigga shoot out the whip like road rage ",""
"allmylife","lildurk","hiphop","fuck em all like im going through a ho phase 
young NIGGA shoot out the whip like road rage 
i pray all of my dogs stay so paid ",""
"agorahills","dojacat","hiphop","take you to a seedy place 
suck a little DICK in the bathroom 
who that man with the big strong hands ",""
"agorahills","dojacat","hiphop","who that man with the big strong hands 
on her ASS in the club with the paps baby thats you 
frontseat chillin with the window down ",""
"agorahills","dojacat","hiphop","get used to my fans looking at you 
FUCK what they heard i dont FUCK with them birds 
im a mean kitty dont get stabbed with the rat tooth ",""
"agorahills","dojacat","hiphop","im a mean kitty dont get stabbed with the rat tooth 
boys be mad that i dont FUCK incels 
girls hate too ",""
"agorahills","dojacat","hiphop","sorry i was taking a sip of my root beer 
cause love is pain but i need this SHIT 
we fuck too good when the bean kicks in ",""
"agorahills","dojacat","hiphop","cause love is pain but i need this shit 
we FUCK too good when the bean kicks in 
like fortnite ima need your skin ",""
"agorahills","dojacat","hiphop","like fortnite ima need your skin 
dont give a FUCK where the PENIS been 
boy youre the one youre the only man ",""
"agorahills","dojacat","hiphop","like fortnite ima need your skin 
dont give a FUCK where the PENIS been 
boy youre the one youre the only man ",""
"agorahills","dojacat","hiphop","holy cow youre the holy trin 
hold me down when a hole need DICK 
be my security its your therapy ",""
"agorahills","dojacat","hiphop","be my security its your therapy 
with you i aint holding SHIT back 
when i need my space you give that ",""
"agorahills","dojacat","hiphop","when they see us zoom by in the jeep 
we a whole DAMN joint we an energy 
baby we could just ride on our enemies ",""
"themonster","eminem","hiphop","give every kid who got played that 
pumped up feeling and SHIT to say back 
to the kids who played him ",""
"themonster","eminem","hiphop","to the kids who played him 
i aint here to save the FUCKING children 
but if one kid out of a hundred million ",""
"pushit","saltnpepa","hiphop","yeah you come here give me a kiss 
better make it fast or else im gonna get PISSED 
cant you hear the musics pumpin hard like i wish you would ",""
"barbieworld","nickiminaj","hiphop","like jazzie stacie nicki grrah 
all of the barbies is pretty DAMN 
all of the barbies is bad ",""
"barbieworld","nickiminaj","hiphop","im a barbie girl girl pink barbie dreamhouse 
the way ken be killin SHIT got me yellin out like the scream house woo 
yellin out we aint sellin out ",""
"barbieworld","nickiminaj","hiphop","i told tae bring the bob dylan out 
that PUSSY so cold we just chillin out 
they be yellin yellin yeyellin out ",""
"barbieworld","nickiminaj","hiphop","they be yellin yellin yeyellin out 
its barbie BITCH if you still in doubt oh 
and im bad like the barbie barbie ",""
"barbieworld","nickiminaj","hiphop","like jazzie stacie nicki grrah 
all of the barbies is pretty DAMN 
all of the barbies is bad ",""
"barbieworld","nickiminaj","hiphop","he wanna play in the playhouse playhouse 
the FUCK they gon say now grrah 
im washin these bitches im rubbin the stain out ",""
"barbieworld","nickiminaj","hiphop","the fuck they gon say now grrah 
im washin these BITCHES im rubbin the stain out 
like im ready to bend grrah ",""
"barbieworld","nickiminaj","hiphop","look where it led now ima put it to bed 
she a barbie BITCH with her barbie clique grrah 
i keep draggin her so she bald a bit damn ",""
"barbieworld","nickiminaj","hiphop","she a barbie bitch with her barbie clique grrah 
i keep draggin her so she bald a bit DAMN 
and i see the bread i want all of it damn ",""
"barbieworld","nickiminaj","hiphop","i keep draggin her so she bald a bit damn 
and i see the bread i want all of it DAMN 
and i want the green so i olive it grrah ",""
"barbieworld","nickiminaj","hiphop","and i throw it back so he losin it like 
and i give the box with no shoes in it DAMN 
yeah i know the trick so i got him bricked damn ",""
"barbieworld","nickiminaj","hiphop","and i give the box with no shoes in it damn 
yeah i know the trick so i got him bricked DAMN 
yeah they know who lit me and barbie bitch ",""
"barbieworld","nickiminaj","hiphop","yeah i know the trick so i got him bricked damn 
yeah they know who lit me and barbie BITCH 
and im bad like the barbie barbie ",""
"barbieworld","nickiminaj","hiphop","like jazzie stacie nicki grrah 
all of the barbies is pretty DAMN 
all of the barbies is bad ",""
"beggin","madcon","hiphop","why the bottom why da basement 
why we got good SHIT dont embrace it 
why the feel for da need to replace me ",""
"iceicebaby","vanillaice","hiphop","feasible rhymes that you can vision and feel 
conducted and formed this is a HELL of a concept 
we make it hype and you want to step ",""
"iceicebaby","vanillaice","hiphop","slice like a ninja cut like a razor blade 
so fast other djs say DAMN 
if rhyme was a drug id sell it by the gram ",""
"lottery","missmulatto","hiphop","sip me like wine ima pop it like bubbly 
a BITCH this fine make it hard not to love me 
cause this aah can change your life alone ",""
"lottery","missmulatto","hiphop","its a couple things that you gotta know lil baby 
i been that BITCH so they want whats mine 
like some js just dropped niggas waiting in line ",""
"lottery","missmulatto","hiphop","i been that bitch so they want whats mine 
like some js just dropped NIGGAS waiting in line 
you gotta work for this cant purchase this ",""
"lottery","missmulatto","hiphop","show me that youre really worthy of my services 
i keep a NIGGA on my arm where my purses is 
ooh you lookin at a centerfold ",""
"lottery","missmulatto","hiphop","playboy bunny wanna take me home 
bad BITCH from head to toe 
tryna fold me up and lick it like an envelope ",""
"notlikeus","kendricklamar","hiphop","ayy mustard on the beat ho 
deebo any rap NIGGA he a free throw 
man down call an amberlamps tell him breathe bro ",""
"notlikeus","kendricklamar","hiphop","man down call an amberlamps tell him breathe bro 
nail a NIGGA to the cross he walk around like teezo 
whats up with these jabroniass niggas tryna see compton ",""
"notlikeus","kendricklamar","hiphop","nail a nigga to the cross he walk around like teezo 
whats up with these jabroniass NIGGAS tryna see compton 
the industry can hate me fuck em all and they mama ",""
"notlikeus","kendricklamar","hiphop","whats up with these jabroniass niggas tryna see compton 
the industry can hate me FUCK em all and they mama 
how many opps you really got i mean its too many options ",""
"notlikeus","kendricklamar","hiphop","im finna pass on this body im john stockton 
beat your ASS and hide the bible if god watchin 
sometimes you gotta pop out and show niggas ",""
"notlikeus","kendricklamar","hiphop","beat your ass and hide the bible if god watchin 
sometimes you gotta pop out and show NIGGAS 
certified boogeyman im the one that up the score with em ",""
"notlikeus","kendricklamar","hiphop","walk him down whole time i know he got some ho in him 
pole on him extort SHIT bully death row on him 
say drake i hear you like em young ",""
"notlikeus","kendricklamar","hiphop","you better not ever go to cell block one 
to any BITCH that talk to him and they in love 
just make sure you hide your lil sister from him ",""
"notlikeus","kendricklamar","hiphop","certified lover boy certified pedophiles 
wop wop wop wop wop dot FUCK em up 
wop wop wop wop wop ima do my stuff ",""
"notlikeus","kendricklamar","hiphop","wop wop wop wop wop ima do my stuff 
why you trollin like a BITCH aint you tired 
tryna strike a chord and its probably a minor ",""
"notlikeus","kendricklamar","hiphop","they not like us they not like us they not like us 
you think the bay gon let you disrespect pac NIGGA 
i think that oakland show gon be your last stop nigga ",""
"notlikeus","kendricklamar","hiphop","you think the bay gon let you disrespect pac nigga 
i think that oakland show gon be your last stop NIGGA 
did cole foul i dont know why you still pretendin ",""
"notlikeus","kendricklamar","hiphop","did cole foul i dont know why you still pretendin 
what is the owl bird NIGGAS and bird BITCHES go 
the audience not dumb ",""
"notlikeus","kendricklamar","hiphop","did cole foul i dont know why you still pretendin 
what is the owl bird NIGGAS and bird BITCHES go 
the audience not dumb ",""
"notlikeus","kendricklamar","hiphop","rabbit hole is still deep i can go further i promise 
aint that somethin brad stands for BITCH and you malibu most wanted 
aint no law boy you ball boy fetch gatorade or somethin ",""
"notlikeus","kendricklamar","hiphop","aint no law boy you ball boy fetch gatorade or somethin 
since 2009 i had this BITCH jumpin 
you niggasll get a wedgie be flipped over your boxers ",""
"notlikeus","kendricklamar","hiphop","you niggasll get a wedgie be flipped over your boxers 
what ovo for the other vaginal option PUSSY 
nigga better straighten they posture got famous all up in compton ",""
"notlikeus","kendricklamar","hiphop","what ovo for the other vaginal option pussy 
NIGGA better straighten they posture got famous all up in compton 
might write this for the doctorate tell the pop star quit hidin ",""
"notlikeus","kendricklamar","hiphop","might write this for the doctorate tell the pop star quit hidin 
FUCK a caption want action no accident 
and im handson he fuck around get polished ",""
"notlikeus","kendricklamar","hiphop","fuck a caption want action no accident 
and im handson he FUCK around get polished 
fucked on wayne girl while he was in jail thats connivin ",""
"notlikeus","kendricklamar","hiphop","and im handson he fuck around get polished 
FUCKED on wayne girl while he was in jail thats connivin 
then get his face tatted like a bitch apologizin ",""
"notlikeus","kendricklamar","hiphop","fucked on wayne girl while he was in jail thats connivin 
then get his face tatted like a BITCH apologizin 
im glad deroz came home yall didnt deserve him neither ",""
"notlikeus","kendricklamar","hiphop","im glad deroz came home yall didnt deserve him neither 
from alondra down to central NIGGA better not speak on serena 
and your homeboy need subpoena that predator move in flocks ",""
"notlikeus","kendricklamar","hiphop","that name gotta be registered and placed on neighborhood watch 
i lean on you NIGGAS like another line of wock 
yeah its all eyes on me and ima send it up to pac ayy ",""
"notlikeus","kendricklamar","hiphop","devil is a lie he a 69 god ayy 
freakyass NIGGAS need to stay they ASS inside ayy 
roll they ass up like a fresh pack of za ayy ",""
"notlikeus","kendricklamar","hiphop","devil is a lie he a 69 god ayy 
freakyass NIGGAS need to stay they ASS inside ayy 
roll they ass up like a fresh pack of za ayy ",""
"notlikeus","kendricklamar","hiphop","freakyass niggas need to stay they ass inside ayy 
roll they ASS up like a fresh pack of za ayy 
city is back up its a must we outside ayy ",""
"notlikeus","kendricklamar","hiphop","you run to atlanta when you need a check balance 
let me break it down for you this the real NIGGA challenge 
you called future when you didnt see the club ayy what ",""
